id,jobFilingNumber,borough,house_number,street_name,address,zip_code,job_type,permit_status,filing_date,issuance_date,job_description,estimated_job_costs,owner_name,owner_business_name,applicant_business_name,applicant_license,latitude,longitude,community_board,council_district,census_tract,nta,source
dob-now-B01351506-S1,B01351506-S1,BROOKLYN,1111,MYRTLE AVENUE,1111 MYRTLE AVENUE,11795,Full Demolition,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:30:44.000Z,Other | Open Space,1000,YS DEVELOPERS LLC,YS DEVELOPERS LLC,YS DEVELOPERS LLC,093829,40.696842,-73.936547,303,36,287,Bedford-Stuyvesant (East),NYC DOB NOW Build Job Application Filings
dob-now-M01302818-I1,M01302818-I1,MANHATTAN,113,WEST   96 STREET,113 WEST   96 STREET,10580,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:22:19.000Z,Other | Facade,100000,111-117 W 96 ST OWNERS INC,111-117 W 96 ST OWNERS INC,111-117 W 96 ST OWNERS INC,039963,40.793146,-73.968194,107,07,181,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-M01375773-I1,M01375773-I1,MANHATTAN,114,10 AVENUE,114 10 AVENUE,11552,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:27:14.000Z,Other | Ground Floor,600,Not Applicable,Not Applicable,Not Applicable,037560,40.743742,-74.006027,104,03,83,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-M01375772-I1,M01375772-I1,MANHATTAN,114,10 AVENUE,114 10 AVENUE,11552,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:42:57.000Z,Other | Facade,950,Not Applicable,Not Applicable,Not Applicable,037560,40.743742,-74.006027,104,03,83,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-Q01381883-I1,Q01381883-I1,QUEENS,114,MALBA DRIVE,114 MALBA DRIVE,11354,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:12:41.000Z,"1 Family | Ground Floor, Ground Floor, Open Space, Underground",100000,PR,PR,PR,098295,40.796071,-73.827428,407,19,945,College Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01381883-S2,Q01381883-S2,QUEENS,114,MALBA DRIVE,114 MALBA DRIVE,11354,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:15:22.000Z,1 Family | Open Space,60000,PR,PR,PR,098295,40.796071,-73.827428,407,19,945,College Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01308019-S1,Q01308019-S1,QUEENS,114-43,203 STREET,114-43 203 STREET,11004,Alteration CO,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T17:46:36.000Z,"1 Family | Cellar, Floor Number(s) 1 through 1, Floor Number(s) 2 through 2",19981,114-43 203rd Street LLC,114-43 203rd Street LLC,114-43 203rd Street LLC,083478,40.699794,-73.751574,412,27,518,St. Albans,NYC DOB NOW Build Job Application Filings
dob-now-M01327046-P1,M01327046-P1,MANHATTAN,1165,5 AVENUE,1165 5 AVENUE,11216,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:39:35.000Z,Other | Floor Number(s) 008 through 009,42000,Not Applicable,Not Applicable,Not Applicable,036389,40.788989,-73.954549,111,08,16002,East Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-M01331136-I1,M01331136-I1,MANHATTAN,1165,5 AVENUE,1165 5 AVENUE,10009,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:45:59.000Z,Other | Floor Number(s) 02 through 03,119000,Not Applicable,Not Applicable,Not Applicable,023138,40.788989,-73.954549,111,08,16002,East Harlem (South),NYC DOB NOW Build Job Application Filings
dob-now-B00958622-S3,B00958622-S3,BROOKLYN,117,SPENCER STREET,117 SPENCER STREET,11216,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:10:30.000Z,"3 Family | Cellar-SO-1424-B00958622-I1, Floor Number(s)-1-SO-7908-B00958622-I1, Floor Number(s)-2-SO-7366-B0095",0,ZEV ZAFIR INC.,ZEV ZAFIR INC.,ZEV ZAFIR INC.,102188,40.69527,-73.955301,303,33,1237,Bedford-Stuyvesant (West),NYC DOB NOW Build Job Application Filings
dob-now-B00958622-S2,B00958622-S2,BROOKLYN,117,SPENCER STREET,117 SPENCER STREET,11216,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:13:22.000Z,"3 Family | Cellar-SO-1424-B00958622-I1, Floor Number(s)-1-SO-7908-B00958622-I1, Floor Number(s)-1-SO-6900-B0095",0,ZEV ZAFIR INC.,ZEV ZAFIR INC.,ZEV ZAFIR INC.,102188,40.69527,-73.955301,303,33,1237,Bedford-Stuyvesant (West),NYC DOB NOW Build Job Application Filings
dob-now-Q01274909-P1,Q01274909-P1,QUEENS,117-36,FARMERS BOULEVARD,117-36 FARMERS BOULEVARD,11747,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T19:58:44.000Z,"Other | Floor Number(s) 001 through 001, Open Space, Underground",150000,HIGH POINT ENGINEERING,HIGH POINT ENGINEERING,HIGH POINT ENGINEERING,078209,40.690726,-73.762277,412,27,366,St. Albans,NYC DOB NOW Build Job Application Filings
dob-now-Q01386264-I1,Q01386264-I1,QUEENS,118-16,193 STREET,118-16 193 STREET,07080,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:35:36.000Z,2 Family | Roof,21085,Not Applicable,Not Applicable,Not Applicable,104468,40.691033,-73.757765,412,27,376,St. Albans,NYC DOB NOW Build Job Application Filings
dob-now-M01373658-I1,M01373658-I1,MANHATTAN,119,WEST   57 STREET,119 WEST   57 STREET,11101,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-15T03:41:13.000Z,"Other | Open Space, Roof",20000,ZAR PROPERTY NY,ZAR PROPERTY NY,ZAR PROPERTY NY,074142,40.764655,-73.977972,105,06,137,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-S01384620-I1,S01384620-I1,STATEN ISLAND,1190,BAY STREET,1190 BAY STREET,11220,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T04:00:02.000Z,Other | Floor Number(s) 1 through 1,38000,Island Organic Convenience Corp,Island Organic Convenience Corp,Island Organic Convenience Corp,043292,40.614316,-74.066313,501,49,8,Rosebank-Shore Acres-Park Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01379396-I1,M01379396-I1,MANHATTAN,1199,PARK AVENUE,1199 PARK AVENUE,11202,Alteration,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T22:21:30.000Z,Other | Floor Number(s) 3 through 3,106500,Private Owner,N/A,N/A,024260,40.785338,-73.953424,108,05,15801,Upper East Side-Carnegie Hill,NYC DOB NOW Build Job Application Filings
dob-now-B01371983-I1,B01371983-I1,BROOKLYN,120,96 STREET,120 96 STREET,10708,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T03:04:54.000Z,Other | Cellar,50000,Wonko Realty Corp.,Wonko Realty Corp.,Wonko Realty Corp.,094514,40.616091,-74.037298,310,47,5601,Bay Ridge,NYC DOB NOW Build Job Application Filings
dob-now-B00663750-P1,B00663750-P1,BROOKLYN,120,PENN STREET,120 PENN STREET,11415,ALT-CO - New Building with Existing Elements to Remain,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T19:10:03.000Z,2 Family | Open Space,2000,PR,PR,PR,089068,40.702147,-73.958377,301,33,533,South Williamsburg,NYC DOB NOW Build Job Application Filings
dob-now-B00984870-P6,B00984870-P6,BROOKLYN,1217,LIBERTY AVENUE,1217 LIBERTY AVENUE,11204,Alteration CO,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T22:15:44.000Z,Other,4284,GREENLINE BLDG CONSULTANTS,GREENLINE BLDG CONSULTANTS,GREENLINE BLDG CONSULTANTS,026782,40.679002,-73.864728,305,37,1188,East New York-City Line,NYC DOB NOW Build Job Application Filings
dob-now-B01352284-P1,B01352284-P1,BROOKLYN,1227,LINCOLN PLACE,1227 LINCOLN PLACE,11354,Alteration CO,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T23:16:01.000Z,"2 Family | Floor Number(s)-2-SO-7354-B01352284-I1, Basement-SO-7524-B01352284-I1, Floor Number(s)-1-SO-4264-B01",45000,1227 LINC PL INC,1227 LINC PL INC,1227 LINC PL INC,020822,40.670003,-73.935679,308,35,35301,Crown Heights (North),NYC DOB NOW Build Job Application Filings
dob-now-S01379210-I1,S01379210-I1,STATEN ISLAND,123,QUEEN STREET,123 QUEEN STREET,10301,New Building,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T22:59:01.000Z,2 Family,0,Not Applicable,Not Applicable,Not Applicable,029228,40.602933,-74.125182,502,50,18704,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,NYC DOB NOW Build Job Application Filings
dob-now-Q01386911-I1,Q01386911-I1,QUEENS,123-17,5 AVENUE,123-17 5 AVENUE,07731,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T23:52:07.000Z,1 Family | Roof,35000,Not Applicable,Not Applicable,Not Applicable,035290,40.792623,-73.844223,407,19,939,College Point,NYC DOB NOW Build Job Application Filings
dob-now-S01336694-I1,S01336694-I1,STATEN ISLAND,1231,WOODROW ROAD,1231 WOODROW ROAD,19006,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:41:42.000Z,Other | Facade,550,NELLO DEVELOPMENT CORP,NELLO DEVELOPMENT CORP,NELLO DEVELOPMENT CORP,076707,40.541888,-74.205952,503,51,20806,Arden Heights-Rossville,NYC DOB NOW Build Job Application Filings
dob-now-S01269015-P2,S01269015-P2,STATEN ISLAND,1232,HYLAN BOULEVARD,1232 HYLAN BOULEVARD,10011,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T23:16:01.000Z,"Other | Cellar, Floor Number(s) 001 through 002, Roof",437637.07,S.I.H. AUTOMOTIVE PARTNERS LLC DBA,S.I.H. AUTOMOTIVE PARTNERS LLC DBA,S.I.H. AUTOMOTIVE PARTNERS LLC DBA,031013,40.597846,-74.083758,502,50,64,Grasmere-Arrochar-South Beach-Dongan Hills,NYC DOB NOW Build Job Application Filings
dob-now-M01384771-I1,M01384771-I1,MANHATTAN,125,EAST   56 STREET,125 EAST   56 STREET,11423,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:00:38.000Z,Other | Open Space,18000,UPTOWN CONSTRUCTION SERVICE GROUP I,UPTOWN CONSTRUCTION SERVICE GROUP I,UPTOWN CONSTRUCTION SERVICE GROUP I,090954,40.760504,-73.970198,105,04,11203,East Midtown-Turtle Bay,NYC DOB NOW Build Job Application Filings
dob-now-S01377631-I1,S01377631-I1,STATEN ISLAND,125,QUEEN STREET,125 QUEEN STREET,10301,ALT-CO - New Building with Existing Elements to Remain,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-14T22:56:56.000Z,2 Family,700000,Not Applicable,Not Applicable,Not Applicable,029228,40.602933,-74.125243,502,50,18704,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,NYC DOB NOW Build Job Application Filings
dob-now-M01376960-I1,M01376960-I1,MANHATTAN,1251,6 AVENUE,1251 6 AVENUE,10018,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T21:51:28.000Z,Other | Floor Number(s) 29 through 30,50000,"1251 AMERICAS ASSOCIATES II, L.P.","1251 AMERICAS ASSOCIATES II, L.P.","1251 AMERICAS ASSOCIATES II, L.P.",064829,40.759644,-73.980627,105,04,125,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01376960-S2,M01376960-S2,MANHATTAN,1251,6 AVENUE,1251 6 AVENUE,10018,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T21:57:22.000Z,"Other | Floor Number(s) 29 through 29, Floor Number(s) 30 through 30",69000,"1251 AMERICAS ASSOCIATES II, L.P.","1251 AMERICAS ASSOCIATES II, L.P.","1251 AMERICAS ASSOCIATES II, L.P.",064829,40.759644,-73.980627,105,04,125,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-M01376960-S1,M01376960-S1,MANHATTAN,1251,6 AVENUE,1251 6 AVENUE,10018,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:03:53.000Z,Other | Floor Number(s) 29 through 30,20000,"1251 AMERICAS ASSOCIATES II, L.P.","1251 AMERICAS ASSOCIATES II, L.P.","1251 AMERICAS ASSOCIATES II, L.P.",064829,40.759644,-73.980627,105,04,125,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-Q01386413-I1,Q01386413-I1,QUEENS,126-07,25 ROAD,126-07 25 ROAD,10462,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:41:41.000Z,1 Family | Roof,33750,Not Applicable,Not Applicable,Not Applicable,094110,40.775587,-73.84249,407,19,907,College Point,NYC DOB NOW Build Job Application Filings
dob-now-M01377713-S3,M01377713-S3,MANHATTAN,1261,BROADWAY,1261 BROADWAY,11377,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T02:22:50.000Z,Other | Floor Number(s) 003 through 003,30900,1255 COMPANY C/O KOEPPEL ROSEN LLC,1255 COMPANY C/O KOEPPEL ROSEN LLC,1255 COMPANY C/O KOEPPEL ROSEN LLC,104211,40.747703,-73.988289,105,03,76,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-M01377713-S2,M01377713-S2,MANHATTAN,1261,BROADWAY,1261 BROADWAY,11377,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T02:21:09.000Z,Other | Floor Number(s) 003 through 003,19000,1255 COMPANY C/O KOEPPEL ROSEN LLC,1255 COMPANY C/O KOEPPEL ROSEN LLC,1255 COMPANY C/O KOEPPEL ROSEN LLC,104211,40.747703,-73.988289,105,03,76,Midtown South-Flatiron-Union Square,NYC DOB NOW Build Job Application Filings
dob-now-B01378758-I1,B01378758-I1,BROOKLYN,127,DITMAS AVENUE,127 DITMAS AVENUE,54915,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:09:56.000Z,Other | Roof,3000,MANAGMENT,MANAGMENT,MANAGMENT,102703,40.635602,-73.977644,312,39,486,Kensington,NYC DOB NOW Build Job Application Filings
dob-now-M01380137-I1,M01380137-I1,MANHATTAN,127,EAST   34 STREET,127 EAST   34 STREET,11375,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:47:28.000Z,"Other | Basement/Sub-basement, Cellar",110000,MANHATTAN SKYLINE MANAGEMENT CORP,MANHATTAN SKYLINE MANAGEMENT CORP,MANHATTAN SKYLINE MANAGEMENT CORP,077896,40.74659,-73.980151,106,04,72,Murray Hill-Kips Bay,NYC DOB NOW Build Job Application Filings
dob-now-Q01381319-I1,Q01381319-I1,QUEENS,128-19,INWOOD STREET,128-19 INWOOD STREET,11419,New Building,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-15T02:07:24.000Z,2 Family,0,PR,PR,PR,073779,40.671685,-73.793023,412,28,790,Baisley Park,NYC DOB NOW Build Job Application Filings
dob-now-M01367951-I1,M01367951-I1,MANHATTAN,130,WEST   79 STREET,130 WEST   79 STREET,10701,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:42:57.000Z,"Other | Cellar, Floor Number(s) 1 through 1",280000,PR,PR,PR,082481,40.782381,-73.976522,107,06,165,Upper West Side (Central),NYC DOB NOW Build Job Application Filings
dob-now-B01369841-P1,B01369841-P1,BROOKLYN,131,BELMONT AVENUE,131 BELMONT AVENUE,11207,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:33:50.000Z,Other | Open Space,100000,NYCHA,NYCHA,NYCHA,089587,40.669134,-73.905659,316,41,908,Brownsville,NYC DOB NOW Build Job Application Filings
dob-now-M00970577-P9,M00970577-P9,MANHATTAN,132,WEST 134 STREET,132 WEST 134 STREET,11358,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T22:57:41.000Z,"Other | Floor Number(s)-002-SO-1639-M00970577-I1, Floor Number(s)-003-SO-8488-M00970577-I1, Roof-SO-8188-M00",0,PR,PR,PR,025376,40.813988,-73.942675,110,09,226,Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-M00970577-P8,M00970577-P8,MANHATTAN,132,WEST 134 STREET,132 WEST 134 STREET,11358,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-14T23:22:45.000Z,"Other | Floor Number(s)-003-SO-8488-M00970577-I1, Floor Number(s)-006-SO-7393-M00970577-I1, Floor Number(s)-",0,PR,PR,PR,025376,40.813988,-73.942675,110,09,226,Harlem (North),NYC DOB NOW Build Job Application Filings
dob-now-S01386626-I1,S01386626-I1,STATEN ISLAND,1323,CLOVE ROAD,1323 CLOVE ROAD,10462,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:35:11.000Z,3 Family | Roof,22500,Not Applicable,Not Applicable,Not Applicable,094110,40.615025,-74.102426,501,49,47,West New Brighton-Silver Lake-Grymes Hill,NYC DOB NOW Build Job Application Filings
dob-now-M01093241-P1,M01093241-P1,MANHATTAN,1325,AVENUE OF THE AMERICAS,1325 AVENUE OF THE AMERICAS,10018,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T18:55:34.000Z,Other | Floor Number(s) 33 through 33,17400,"PARAMOUNT GROUP, INC.","PARAMOUNT GROUP, INC.","PARAMOUNT GROUP, INC.",058375,40.763207,-73.980539,105,04,131,Midtown-Times Square,NYC DOB NOW Build Job Application Filings
dob-now-B01380195-I1,B01380195-I1,BROOKLYN,133,33 STREET,133 33 STREET,11237,Alteration,Permit Entire,2026-04-14T04:00:00.000Z,2026-04-14T22:06:43.000Z,Other | Open Space,3100,PR,PR,PR,086757,40.656698,-74.003828,307,38,101,Sunset Park (West),NYC DOB NOW Build Job Application Filings
dob-now-M01165133-I1,M01165133-I1,MANHATTAN,133,WEST   25 STREET,133 WEST   25 STREET,10307,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-15T00:10:53.000Z,Other | Floor Number(s) 6 through 6,374500,"Icon Realty Management, LLC","Icon Realty Management, LLC","Icon Realty Management, LLC",038030,40.744648,-73.992937,104,03,91,Chelsea-Hudson Yards,NYC DOB NOW Build Job Application Filings
dob-now-Q01237522-P1,Q01237522-P1,QUEENS,133-22,245 STREET,133-22 245 STREET,07055,Alteration,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T03:01:12.000Z,"1 Family | Cellar, Floor Number(s) 001 through 001",18000,PR,PR,PR,037417,40.673517,-73.72887,413,31,638,Rosedale,NYC DOB NOW Build Job Application Filings
dob-now-Q01382292-S2,Q01382292-S2,QUEENS,133-27,39 AVENUE,133-27 39 AVENUE,10469,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:30:14.000Z,Other | Floor Number(s) 001 through 001,6000,Fultonex Management,Fultonex Management,Fultonex Management,097665,40.759115,-73.834172,407,20,871,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01382292-I1,Q01382292-I1,QUEENS,133-27,39 AVENUE,133-27 39 AVENUE,11354,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T22:07:43.000Z,Other | Floor Number(s) 001 through 001,32500,Fultonex Management,Fultonex Management,Fultonex Management,041989,40.759115,-73.834172,407,20,871,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01382292-S1,Q01382292-S1,QUEENS,133-27,39 AVENUE,133-27 39 AVENUE,10469,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T21:42:57.000Z,Other | Floor Number(s) 001 through 001,5000,Fultonex Management,Fultonex Management,Fultonex Management,097665,40.759115,-73.834172,407,20,871,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-X01315718-P1,X01315718-P1,BRONX,1330,INTERVALE AVENUE,1330 INTERVALE AVENUE,07070,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-14T19:36:41.000Z,Other | Sidewalk,50000,WOMEN'S HOUSING AND ECONOMIC DEVELO,WOMEN'S HOUSING AND ECONOMIC DEVELO,WOMEN'S HOUSING AND ECONOMIC DEVELO,104807,40.830904,-73.893118,203,17,123,Crotona Park East,NYC DOB NOW Build Job Application Filings
dob-now-Q01282097-P5,Q01282097-P5,QUEENS,135-32,40 ROAD,135-32 40 ROAD,11373,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:48:13.000Z,"Other | Cellar, Floor Number(s) 001 through 001",30000,Not Applicable,Not Applicable,Not Applicable,107579,40.758856,-73.830116,407,20,871,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01352816-I1,Q01352816-I1,QUEENS,136-50,ROOSEVELT AVENUE,136-50 ROOSEVELT AVENUE,10013,Alteration,Pending CPE/ACPE Assignment,2026-04-14T04:00:00.000Z,2026-04-14T17:37:57.000Z,Other | Roof,2672000,MACY'S,MACY'S,MACY'S,042623,40.759867,-73.828908,407,20,853,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01359330-I1,Q01359330-I1,QUEENS,136-86,ROOSEVELT AVENUE,136-86 ROOSEVELT AVENUE,11218,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:09:35.000Z,"Other | Floor Number(s) 001 through 001, Floor Number(s) 001 through 001",40000,Private Owner,N/A,N/A,045075,40.760192,-73.8276,407,20,853,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01359332-I1,Q01359332-I1,QUEENS,136-86,ROOSEVELT AVENUE,136-86 ROOSEVELT AVENUE,11218,Alteration,Pending Prof Cert QA Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:05:41.000Z,"Other | Cellar, Floor Number(s) 001 through 001",12000,Not Applicable,Not Applicable,Not Applicable,045075,40.760192,-73.8276,407,20,853,Flushing-Willets Point,NYC DOB NOW Build Job Application Filings
dob-now-Q01384980-I1,Q01384980-I1,QUEENS,137,BEACH   30 STREET,137 BEACH   30 STREET,08840,Alteration,Prof Cert QA Review,2026-04-14T04:00:00.000Z,2026-04-14T18:50:25.000Z,Other | Open Space,1000,Not Applicable,Not Applicable,Not Applicable,084781,40.593397,-73.762588,414,31,99802,Far Rockaway-Bayswater,NYC DOB NOW Build Job Application Filings
dob-now-M01218681-P1,M01218681-P1,MANHATTAN,137,ORCHARD STREET,137 ORCHARD STREET,10001,Alteration CO,Plan Examiner Review,2026-04-14T04:00:00.000Z,2026-04-15T02:27:32.000Z,Other,501396,PENN SOUTH CAPITAL MANAGEMENT LLC,PENN SOUTH CAPITAL MANAGEMENT LLC,PENN SOUTH CAPITAL MANAGEMENT LLC,034045,40.719984,-73.989289,103,01,18,Lower East Side,NYC DOB NOW Build Job Application Filings
dob-now-Q01214209-S7,Q01214209-S7,QUEENS,138-34,78 ROAD,138-34 78 ROAD,11374,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T00:55:07.000Z,1 Family | Cellar-SO-6423-Q01214209-I1,0,PR,PR,PR,102862,40.71886,-73.822952,408,24,77903,Kew Gardens Hills,NYC DOB NOW Build Job Application Filings
dob-now-Q01214209-S5,Q01214209-S5,QUEENS,138-34,78 ROAD,138-34 78 ROAD,11374,New Building,Pending Plan Examiner Assignment,2026-04-14T04:00:00.000Z,2026-04-15T01:00:22.000Z,1 Family | Floor Number(s)-2-SO-5114-Q01214209-I1,0,PR,PR,PR,102862,40.71886,-73.822952,408,24,77903,Kew Gardens Hills,NYC DOB NOW Build Job Application Filings
dob-now-M01386159-I1,M01386159-I1,MANHATTAN,14 A,WASHINGTON MEWS,14 A WASHINGTON MEWS,11201,Alteration,Approved,2026-04-14T04:00:00.000Z,2026-04-15T00:15:27.000Z,Other | Open Space,5000,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,034915,40.731366,-73.995504,102,02,59,Greenwich Village,NYC DOB NOW Build Job Application Filings
